EntityType,EntityID,EntityTitle,TargetType,TargetID,TargetTitle,SetID,Date,Created,Academic Year,URN,Borough,School Type - Education Phase,Type of School,Are they part of an academy (single/multi) or trust,Which academy/trust are they part of,Are they part of a cluster?,Which cluster are they a part of?,Does this School have a Nursery attached?,Percentage of pupils eligible for Free School Meals,Percentage of pupils eligible for pupil premium,IMD Decile,Ofsted rating,How much primary premium do they receive?,Is this School signed up to the Daily Mile?,If not signed up do they do a variant of the Daily Mile,Have they signed up for The Daily Mile Destinations?,Who is responsible for the operation of sports facilities at the school?,"Indoor facilities: Does your school have any of the following?
",Outdoor facilities: Does your school have any of the following?,Other outdoor please specify,Are their facilities open?,What facilities are open?,What facilities are not open to the public,Facility management,If facilities management is out-sourced who is the provider?,When are facilities open?,Overall facilities quality,"How are the facilities currently used outside of normal school hours?
",Who is responsible for opening and closing the facility for community use?,Other - Responsibility for opening and closing facilities,Have they been selected (term)?,Has this school opted into the Active Lives CYP Survey? ,Have they completed the survey,Does this school get involved with the School Games at Level 2?,What level of School Games mark has this school achieved? ,Has this school ever attended our Level 3 School Games events (in the past - pre 2018),Has this school ever attended Level 3 School Games (Post Sept 2018)?,Which level 3 competitions have they attended?,Has this School volunteered at the School Games or accessed DfE funding? ,Are any of their pupils involved in the YLOC?,Does this School have a Satellite Club attached?,Is this school compliant for Primary School Sport Premium? ,Why is the school non-compliant,Was the website analysed as part of the Primary School Sport Premium Mapping?,How much PESSPA do they receive?,Is this School part of Mentally Healthy Schools?,Is this school involved in any other projects?,Is this school a YST member school? ,Engagement with CPD,Part of School Sports Partnership,RAG Rating,Any other important notes,What providers do they use for sport and physical activity?
Group,1294,The Springboard Project,,0,,7534,17/12/2020 12:12,17/12/2020 12:51,2020/2021,145922,Oldham,SEND,Free school special,Yes - Multi-academy trust,New Bridge Multi Academy Trust,,,No,80.00%,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opened 05/08/2020,
Group,1239,The Trafford College Group,,0,,7535,17/12/2020 12:12,17/12/2020 12:51,2020/2021,146647,Trafford,College,Further Education,,,,,,,,4,,,No,,,,,,,No,,Health and fitness suite,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,"
",
Group,45,The Valley Community Primary School,,0,,7536,17/12/2020 12:12,17/12/2020 12:51,2020/2021,133980,Bolton,Primary,Community school,,,,,Yes,14.70%,19.20%,1,Outstanding,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",SSP Offer
Group,791,The Willows Primary School,,0,,7537,17/12/2020 12:12,17/12/2020 12:51,2020/2021,139438,Manchester,Primary,Academy converter,Yes - Multi-academy trust,Children of Success Schools Trust,,,Yes,43.70%,54.70%,1,Good,,No,,,,,,,No,,Grass pitches|Sports hall,,,,,,,,Term 2,,,,,,,,,,,,,,,,Healthy Schools,,,,,,"Private Coaching Company|Professional Sports Clubs, Trusts & Foundations"
Group,1236,Thomas Ashton School,,0,,7538,17/12/2020 12:12,17/12/2020 12:51,2020/2021,106278,Tameside,SEND,Community special school,,,,,Not applicable,69.10%,63.60%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,643,Thomasson Memorial School,,0,,7539,17/12/2020 12:12,17/12/2020 12:51,2020/2021,105276,Bolton,SEND,Community special school,,,,,Yes,29.20%,34.70%,4,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,271,Thorn Grove Primary,,0,,7540,17/12/2020 12:12,17/12/2020 12:51,2020/2021,106079,Stockport,Primary,Community school,,,,,Yes,9.40%,14.00%,7,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,Term 3,,,,,,,,,,,,,,,,PE Specialist Support|Assessment Support,,,,,"
n",
Group,840,Thornham St James CE Primary School,,0,,7541,17/12/2020 12:12,17/12/2020 12:51,2020/2021,105692,Oldham,Primary,Voluntary controlled school,,,,Royton,No,1.90%,3.80%,6,Good,,No,,,,,,,,,,,,,,,,,Term 2,,,,,,,,,,,,,,,,,,,,,,"Council - Sport Development Service|Professional Sports Clubs, Trusts & Foundations"
Group,466,Thornleigh Salesian College,,0,,7542,17/12/2020 12:12,17/12/2020 12:51,2020/2021,105264,Bolton,Secondary,Voluntary aided school,,,,,No,16.80%,29.80%,3,Good,,No,,,,,,,Some,Sports hall|Artificial grass pitch,Grass pitches,Out-sourced,SLS,,,,,,Term 3,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 1
 - Not completed

",
Group,154,Thorp Primary School,,0,,7543,17/12/2020 12:12,17/12/2020 12:51,2020/2021,146811,Oldham,Primary,Academy converter,Yes - Multi-academy trust,Oak Trust,,Royton,Yes,13.60%,16.80%,6,,,Yes,,,Head of PE,Activity hall (multi-purpose room e.g. assembly hall),Playing field|Outdoor tennis/netball court(s)|Outdoor hard surface area e.g playground (no sport specific markings),,No,,,Managed in-house,,,Satisfactory - the facilities are generally sufficient to meet the needs of the schools and are fit-for-purpose. Some improvements or additions would be beneficial.,Sports clubs,Caretaker,,,,,,,,,,,,,,,,,,Bikeability Balance,,,,,"
","Council - Sport Development Service|Professional Sports Clubs, Trusts & Foundations"
Group,1256,Three Towers Alternative Provision Academy,,0,,7544,17/12/2020 12:12,17/12/2020 12:51,2020/2021,140627,Wigan,PRU/Other,Academy alternative provision sponsor led,Yes - Multi-academy trust,Rowan Learning Trust,,,No,46.70%,54.40%,6,Outstanding,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1237,Tiferes,,0,,7545,17/12/2020 12:12,17/12/2020 12:51,2020/2021,136143,Salford,Primary|Secondary,Other independent school,,,,,Yes,,,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,982,Tithe Barn Primary,,0,,7546,17/12/2020 12:12,17/12/2020 12:51,2020/2021,106080,Stockport,Primary,Community school,,,,,No,4.70%,4.20%,8,Outstanding,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
y",
Group,1234,TLG Bolton,,0,,7547,17/12/2020 12:12,17/12/2020 12:51,2020/2021,142535,Bolton,PRU/Other,Other independent school,,,,,No,,,2,Good,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,792,TLG Manchester,,0,,7548,17/12/2020 12:12,17/12/2020 12:51,2020/2021,136242,Manchester,PRU/Other,Other independent school,,,,,No,,,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,644,Tonge Moor Primary School,,0,,7549,17/12/2020 12:12,17/12/2020 12:51,2020/2021,145854,Bolton,Primary,Academy sponsor led,Yes - Multi-academy trust,St Bede Church of England Primary Academy,,,Yes,37.80%,50.40%,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 2 - not completed

",
Group,1235,Toras Emes,,0,,7550,17/12/2020 12:12,17/12/2020 12:51,2020/2021,136503,Salford,Primary,Other independent school,,,,,Yes,,,2,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,983,Torkington Primary,,0,,7551,17/12/2020 12:12,17/12/2020 12:51,2020/2021,106081,Stockport,Primary,Community school,,,,,Yes,6.30%,5.30%,10,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Assessment Support,,,,,"
n","Professional Sports Clubs, Trusts & Foundations"
Group,477,Tottington High School,,0,,7552,17/12/2020 12:12,17/12/2020 12:51,2020/2021,146529,Bury,Secondary,Academy converter,Yes - Multi-academy trust,Shaw Education Trust,,,No,16.20%,25.00%,8,,,No,,,,,,,Yes,Grass pitches|Sports hall,,Out-sourced,SLS,,,,,,Term 1,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 3 - Not completed
",
Group,79,Tottington Primary School,,0,,7553,17/12/2020 12:12,17/12/2020 12:51,2020/2021,147551,Bury,Primary,Academy converter,,,,,No,13.40%,,9,,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"Opened 2019/20, predecessor 105304
",Council - Sport Development Service
Group,1096,Trafford Alternative Education Provision,,0,,7554,17/12/2020 12:12,17/12/2020 12:51,2020/2021,131134,Trafford,Secondary|PRU/Other,Pupil referral unit,,,,,Not applicable,,52.60%,3,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,SE Secondary Teacher Training Programme,,,,,"Alternative Provision, Mental Health Pilot phase 1
Provides places for Teen Mothers
PRU Does have Provision for SEN
Closed: 29/05/20 (134046)
Opened: 29/05/20 ",
Group,494,Trinity CE High School,,0,,7555,17/12/2020 12:12,17/12/2020 12:51,2020/2021,137801,Manchester,Secondary,Academy converter,Yes - Single-academy trust,Trinity Church of England High School,,,Not applicable,18.00%,36.30%,2,Outstanding,,No,,,,,,,Yes,Artificial grass pitch|Health and fitness suite|Sports hall|Studio,,,,,,,,,,,,,,,,,,,Yes,,,,,,Congestion Project|SE Secondary Teacher Training Programme,,,,,,
Group,1233,Trinity School,,0,,7556,17/12/2020 12:12,17/12/2020 12:51,2020/2021,106276,Tameside,Secondary,Other independent school,,,,,Yes,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,467,Turton School,,0,,7557,17/12/2020 12:12,17/12/2020 12:51,2020/2021,105253,Bolton,Secondary,Community school,,,,,No,13.20%,21.10%,9,Good,,No,,,,,,,Yes,Sports hall|Swimming pool|Tennis courts|Artificial grass pitch|Grass pitches|Studio,,,,,,,,,Reserve,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 1
 - Not completed

",
Group,1151,Twelve Apostles Catholic Primary School,,0,,7558,17/12/2020 12:12,17/12/2020 12:51,2020/2021,106503,Wigan,Primary,Voluntary aided school,,,,LLG,No,21.70%,23.70%,3,Outstanding,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
","Private Coaching Company|Professional Sports Clubs, Trusts & Foundations"
Group,1152,Tyldesley Primary School,,0,,7559,17/12/2020 12:12,17/12/2020 12:51,2020/2021,138036,Wigan,Primary,Academy converter,Yes - Multi-academy trust,Leading Learners Multi Academy Trust,,ATSA,Yes,2.70%,5.40%,10,Good,,No,,Yes,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
really poor communication support offered",
Group,1153,Tyldesley St George's Central CE Primary and Nursery School,,0,,7560,17/12/2020 12:12,17/12/2020 12:51,2020/2021,131331,Wigan,Primary,Voluntary aided school,,,,ATSA,Yes,34.30%,39.00%,4,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Premier League Primary Stars,,,,,"
poor communication","Professional Sports Clubs, Trusts & Foundations"
Group,1083,Tyntesfield Primary School,,0,,7561,17/12/2020 12:12,17/12/2020 12:51,2020/2021,145485,Trafford,Primary,Academy converter,Yes - Multi-academy trust,Inspiring Learners Multi Academy Trust,,,Yes,1.70%,3.30%,9,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1159,Unity Community Primary School,,0,,7562,17/12/2020 12:12,17/12/2020 12:51,2020/2021,141966,Salford,Primary,Free School,Yes - Multi-academy trust,Big Life Schools,,,Yes,28.60%,28.20%,2,Good,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Not aware of this school",
Group,471,Unsworth Academy,,0,,7563,17/12/2020 12:12,17/12/2020 12:51,2020/2021,143848,Bury,Secondary,Academy sponsor led,Yes - Multi-academy trust,Shaw Education Trust,,,No,21.80%,,7,Good,,No,,,,,,,,,,,,,,,,,Term 1,,,,,,,,,,Yes,,,,,,,,,,,"YEAR 1 TERM 2 
- Completed

",
Group,80,Unsworth Primary School,,0,,7564,17/12/2020 12:12,17/12/2020 12:51,2020/2021,146932,Bury,Primary,Academy converter,Yes - Multi-academy trust,Oak Learning Partnership,,,No,13.90%,30.10%,7,,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opened 2018/19, predecessor Unsworth Primary School
SEN Provision: Speech, language and Communication 
",
Group,560,Urmston Grammar School,,0,,7565,17/12/2020 12:12,17/12/2020 12:51,2020/2021,136297,Trafford,Secondary,Academy converter,Yes - Single-academy trust,Urmston Grammar,,,Not applicable,5.20%,8.70%,5,,,No,,,,,,,Some,Sports hall|Artificial grass pitch,Health and fitness suite|Grass pitches,,,,,,,,Term 3,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme|PSHE Hub,,,,,"YEAR 1 TERM 1
 - Not completed

",
Group,320,Urmston Primary School,,0,,7566,17/12/2020 12:12,17/12/2020 12:51,2020/2021,106315,Trafford,Primary|Nursery,Community school,,,,,Yes,4.60%,6.70%,5,Requires Improvement,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,272,Vale View Primary,,0,,7567,17/12/2020 12:12,17/12/2020 12:51,2020/2021,131083,Stockport,Primary,Community school,,,,,Yes,28.50%,34.00%,2,Good,,Yes,,,,,,,,,,,,,,,,,Term 2,,,,,,,,,,,,,,,,,,,,,,
Group,984,Valley School,,0,,7568,17/12/2020 12:12,17/12/2020 12:51,2020/2021,106168,Stockport,SEND,Community special school,,,,,Yes,28.60%,24.60%,10,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,793,Varna Community Primary School,,0,,7569,17/12/2020 12:12,17/12/2020 12:51,2020/2021,105459,Manchester,Primary,Community school,,,,,Yes,38.50%,43.40%,1,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy Schools,,,,,"
",
Group,985,Vernon Park Primary,,0,,7570,17/12/2020 12:12,17/12/2020 12:52,2020/2021,106082,Stockport,Primary,Community school,,,,,Yes,19.00%,27.20%,1,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
y",
Group,1085,Victoria Park Infant School,,0,,7571,17/12/2020 12:12,17/12/2020 12:52,2020/2021,106328,Trafford,Infants,Community school,,,,,Yes,13.30%,10.00%,5,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1086,Victoria Park Junior School,,0,,7572,17/12/2020 12:12,17/12/2020 12:52,2020/2021,106327,Trafford,Primary,Community school,,,,Lostock,No,19.80%,26.10%,5,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TfGM|FA Girls Football Sports Partnership,,,,,"
",Other
Group,645,Walmsley CofE Primary School,,0,,7573,17/12/2020 12:12,17/12/2020 12:52,2020/2021,105232,Bolton,Primary,Voluntary aided school,,,,,No,5.70%,4.60%,10,Outstanding,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",SSP Offer
Group,413,Wardle Academy,,0,,7574,17/12/2020 12:12,17/12/2020 12:52,2020/2021,140055,Rochdale,Secondary,Academy converter,Yes - Multi-academy trust,Wardle Trust,,,No,17.00%,28.60%,2,Good,,No,,,,,,,Yes,Artificial grass pitch|Grass pitches|Sports hall|Studio|Swimming pool,,,,,,,,,Term 2,,,,,,,,,,,,,,,,PSHE Hub,,,,,"YEAR 1 TERM 1
 - Not completed

",
Group,932,Wardley CofE Primary School,,0,,7575,17/12/2020 12:12,17/12/2020 12:52,2020/2021,105940,Salford,Primary,Voluntary controlled school,,,,Swinton,Yes,19.70%,23.90%,7,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 2 - not completed
",Private Coaching Company
Group,986,Warren Wood Primary,,0,,7576,17/12/2020 12:12,17/12/2020 12:52,2020/2021,106083,Stockport,Primary,Community school,,,,,Yes,6.90%,12.90%,9,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leadership|Assessment Support|Be Inspired Programme,,,,,"
n",
Group,646,Washacre Primary School,,0,,7577,17/12/2020 12:12,17/12/2020 12:52,2020/2021,105199,Bolton,Primary,Community school,,,,,Yes,37.50%,53.80%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",SSP Offer
Group,406,Waterhead Academy,,0,,7578,17/12/2020 12:12,17/12/2020 12:52,2020/2021,144508,Oldham,Secondary,Academy sponsor led,Yes - Multi-academy trust,South Pennine Academies,,,Not applicable,29.60%,42.40%,8,Requires Improvement,,No,,,,,,,No,,Artificial grass pitch|Health and fitness suite|Sports hall|Studio,,,,,,,,Term 1,,,,,,,,,,,,,,,,Congestion Project|Manchester United Foundation|SE Secondary Teacher Training Programme,,,,,,
Group,297,Waterloo Primary School,,0,,7579,17/12/2020 12:12,17/12/2020 12:52,2020/2021,144698,Tameside,Primary,Academy converter,Yes - Multi-academy trust,Prestolee Multi Academy Trust,,,Yes,25.10%,32.10%,2,,,Yes,,,,,,,No,,Grass pitches,,,,,,,,Term 2,,,,,,,,,,,,,,,Yes,Young Ambassadors,,,,,,Council - Sport Development Service
Group,794,Webster Primary School,,0,,7580,17/12/2020 12:12,17/12/2020 12:52,2020/2021,139445,Manchester,Primary,Academy converter,Yes - Single-academy trust,Webster Primary School,,,Yes,33.00%,51.20%,2,Good,,No,,,,,,,No,,Artificial grass pitch,,,,,,,,,,,,,,,,,,,,,,,,Healthy Schools,,,,,"
",
Group,321,Well Green Primary School,,0,,7581,17/12/2020 12:12,17/12/2020 12:52,2020/2021,106293,Trafford,Primary,Community school,,,,,Yes,5.00%,7.30%,7,Outstanding,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,561,Wellacre Academy,,0,,7582,17/12/2020 12:12,17/12/2020 12:52,2020/2021,136378,Trafford,Secondary,Academy converter,Yes - Single-academy trust,Wellacre Technology Academy Trust,,,Not applicable,15.00%,21.00%,6,Good,,No,,,,,,,Yes,Grass pitches|Sports hall|Artificial grass pitch,,Out-sourced,SLS,,,,,,Reserve,,,,,,,,,,Yes,,,,,Yes,SE Secondary Teacher Training Programme|PSHE Hub,,,,,"YEAR 1 TERM 2 - Completed
Mental Health Pilot phase 2 

",
Group,1087,Wellfield Infant and Nursery School,,0,,7583,17/12/2020 12:12,17/12/2020 12:52,2020/2021,106313,Trafford,Infants,Community school,,,,,Yes,6.60%,5.40%,10,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1088,Wellfield Junior School,,0,,7584,17/12/2020 12:12,17/12/2020 12:52,2020/2021,106304,Trafford,Primary,Community school,,,,,No,13.00%,14.80%,8,Good,,No,,,,,,,Some,Grass pitches,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,FA Girls Football Sports Partnership,,,,,"YEAR 1 TERM 2 - not completed
","Professional Sports Clubs, Trusts & Foundations"
Group,578,Wellington School,,0,,7585,17/12/2020 12:12,17/12/2020 12:52,2020/2021,136377,Trafford,Secondary,Academy converter,Yes - Single-academy trust,Wellington School,,,Not applicable,6.20%,8.80%,10,Good,,No,,,,,,,No,,Artificial grass pitch|Grass pitches|Health and fitness suite|Sports hall,,,,,,,,Term 1,,,,,,,,,,Yes,,,,,,Congestion Project|PSHE Hub|SE Secondary Teacher Training Programme,,,,,,
Group,155,Werneth Primary School,,0,,7586,17/12/2020 12:12,17/12/2020 12:52,2020/2021,140597,Oldham,Primary,Academy converter,Yes - Multi-academy trust,The Pinnacle Learning Trust,Yes,West Oldham (Hathershaw),Yes,15.60%,28.70%,1,Requires Improvement,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,540,Werneth School,,0,,7587,17/12/2020 12:12,17/12/2020 12:52,2020/2021,106136,Stockport,Secondary,Community school,,,,,No,24.30%,39.40%,2,Special Measures,,No,,,,,,,Yes,Artificial grass pitch|Sports hall,,,,,,,,,Term 1,,,,,,,,,,Yes,,,,,,Congestion Project|Manchester United Foundation|PSHE Hub|SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 3
 - Not completed

",
Group,81,Wesley Methodist Primary School,,0,,7588,17/12/2020 12:12,17/12/2020 12:52,2020/2021,146996,Bury,Primary,Academy converter,,,,,No,14.60%,,6,,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,Yes,Bikeability|Change4Life|Forest School,,,,,"
",
Group,1160,West Didsbury CofE Primary ,,0,,7589,17/12/2020 12:12,17/12/2020 12:52,2020/2021,141967,Manchester,Primary,Free School,Yes - Multi-academy trust,St James and Emmanuel Academy Trust,,,No,11.10%,9.80%,6,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Healthy Schools|Change4Life,,,,,"
","Professional Sports Clubs, Trusts & Foundations|Private Coaching Company"
Group,552,West Hill School,,0,,7590,17/12/2020 12:12,17/12/2020 12:52,2020/2021,137020,Tameside,Secondary,Academy converter,Yes - Single-academy trust,West Hill School,,,Not applicable,13.20%,22.00%,2,Good,,No,,,Site or facilities manager,Activity hall (multi-purpose room e.g. assembly hall)|Changing rooms accessible only via the school|Gym/health and fitness suite|Main sports hall (markings for at least 3 badminton courts),Changing rooms accessible only via the school|Cricket pitch|Playing field|Sports pitch with markings,,Yes,Health and fitness suite|Sports hall,,Managed in-house,,Evenings|School Holidays|Weekend,"Good and meets the needs of the school the facilities are of good quality, modern, well-maintained, inviting and comfortably meet the needs of the school (and community, if applicable).",After school clubs|Sports clubs|Regular bookings (block bookings)|weight management groups,Caretaker,,Term 1,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 3
 - Not completed

Also have indoor climbing wall and meeting rooms for hire

",
Group,1154,Westfield Community School,,0,,7591,17/12/2020 12:12,17/12/2020 12:52,2020/2021,134742,Wigan,Primary,Community school,,,,WOWS,Yes,44.40%,53.00%,1,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,468,Westhoughton High School,,0,,7592,17/12/2020 12:12,17/12/2020 12:52,2020/2021,105252,Bolton,Secondary,Community school,,,,,No,16.80%,26.60%,5,Good,,No,,,,,,,Some,Sports hall|Swimming pool|Health and fitness suite|Squash courts|Artificial grass pitch,Studio,,,,,,,,Term 3,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 3
 - Completed

",
Group,428,Westleigh High School,,0,,7593,17/12/2020 12:12,17/12/2020 12:52,2020/2021,146087,Wigan,Secondary,Academy sponsor led,Yes - Multi-academy trust,Shaw Education Trust,,,No,33.00%,44.10%,3,,,No,,,,,,,Yes,Sports hall|Artificial grass pitch|Studio|Grass pitches,,Out-sourced,SLS,,,,,,,,,,,,,,,,,,,,,,PSHE Hub,,,,,"
",
Group,365,Westleigh St Paul's CE Primary School,,0,,7594,17/12/2020 12:12,17/12/2020 12:52,2020/2021,106481,Wigan,Primary,Voluntary aided school,Yes - Multi-academy trust,Liverpool Diocesan Schools Trust,,LLG,No,43.50%,44.30%,3,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
","Private Coaching Company|Professional Sports Clubs, Trusts & Foundations"
Group,273,Westmorland Primary,,0,,7595,17/12/2020 12:12,17/12/2020 12:52,2020/2021,132121,Stockport,Primary,Community school,,,,,Yes,51.50%,64.20%,1,Good,,Yes,,,,,,,No,,Artificial grass pitch|Grass pitches,,,,,,,,Term 2,,,,,,,,,,,,,,,,Assessment Support|Be Inspired Programme|Intervention programmes|Leadership,,,,,,
Group,841,Westwood Academy,,0,,7596,17/12/2020 12:12,17/12/2020 12:52,2020/2021,141401,Oldham,Primary,Academy sponsor led,Yes - Multi-academy trust,The Harmony Trust,Yes,West Oldham (Hathershaw),Yes,26.40%,33.30%,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 3 - not completed

","Professional Sports Clubs, Trusts & Foundations"
Group,407,Westwood High,,0,,7597,17/12/2020 12:12,17/12/2020 12:52,2020/2021,137822,Oldham,Secondary,Other independent school,,Green Dome Academy,,,Yes,,,1,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SELECTED 
",
Group,933,Westwood Park Community Primary School,,0,,7598,17/12/2020 12:12,17/12/2020 12:52,2020/2021,105905,Salford,Primary,Community school,,,,Eccles and District,Yes,38.10%,45.70%,3,Requires Improvement,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 3 - not completed
","Professional Sports Clubs, Trusts & Foundations"
Group,5,Whalley Range High School,,0,,7599,17/12/2020 12:12,17/12/2020 12:52,2020/2021,141264,Manchester,Secondary,Academy converter,Yes - Multi-academy trust,Education and Leadership Trust,,,No,30.10%,47.70%,3,Good,,Yes,,,,,,,Yes,Sports hall,,,,,,,,,,,,,,,,,,,,,,,,Yes,Congestion Project|Manchester United Foundation,,,,,"Year 1 Term 1 - Not completed

",
Group,934,Wharton Primary School,,0,,7600,17/12/2020 12:12,17/12/2020 12:52,2020/2021,105897,Salford,Primary,Community school,,,,Little Hulton and Walkden,Yes,44.40%,52.80%,2,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 1 - not completed

",Private Coaching Company
Group,675,Whitefield Community Primary School,,0,,7601,17/12/2020 12:12,17/12/2020 12:52,2020/2021,105310,Bury,Primary,Community school,,,,,Yes,41.90%,52.70%,8,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability|Forest School|Fuel & MOve,,,,,"
",
Group,156,Whitegate End Primary and Nursery School,,0,,7602,17/12/2020 12:12,17/12/2020 12:52,2020/2021,105658,Oldham,Primary,Community school,,,,South Oldham (Oasis/Failsworth),Yes,5.40%,11.00%,4,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 2 - not completed
",
Group,274,Whitehill Primary,,0,,7603,17/12/2020 12:12,17/12/2020 12:52,2020/2021,106084,Stockport,Primary,Community school,,,,,Yes,37.20%,48.50%,3,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
n",
Group,886,Whittaker Moss Primary School,,0,,7604,17/12/2020 12:12,17/12/2020 12:52,2020/2021,105781,Rochdale,Primary,Community school,,,,,Yes,5.80%,7.00%,9,Outstanding,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Engaged",
Group,1247,Wigan and Leigh College,,0,,7605,17/12/2020 12:12,17/12/2020 12:52,2020/2021,130521,Wigan,College,Further Education,,,,,Not applicable,,,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,"
",
